#Acq. time (s)=	1
#Accumulations=	1
#Range (nm)=	580...760
#Windows=	4
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-60.16
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	532nm_Edge
#Hole=	300.003
#Range=	Visible
#AFM=	Off
#Laser. Pol.=	HWPL-VIS
#Raman. Pol.=	P-350/2300
#Laser Pol. (°)=	180
#Raman Pol. (°)=	130
#StageXY (mm)=	75x50
#StageZ=	Z motor
#X (µm)=	-26697.8
#Y (µm)=	-2387.3
#Z (µm)=	-1341.5
#Full time(s)=	30
#Project=	A
#Sample=	B
#Site=	C
#Title=	-30-3-0p1_77
#Remark=	
#Date=	14.08.2020 14:47
#Acquired=	14.08.2020 14:47:27
580.073	22
580.125	16
580.177	32
580.23	26
580.282	22
580.334	30
580.387	30
580.439	24
580.492	20
580.544	22
580.596	34
580.649	28
580.701	22
580.753	26
580.806	24
580.858	22
580.91	22
580.963	28
581.015	20
581.067	28
581.12	28
581.172	20
581.224	22
581.277	20
581.329	20
581.382	30
581.434	22
581.486	28
581.539	26
581.591	26
581.643	24
581.696	24
581.748	28
581.8	30
581.853	28
581.905	36
581.957	18
582.01	24
582.062	24
582.114	20
582.167	14
582.219	28
582.271	24
582.324	20
582.376	32
582.429	26
582.481	24
582.533	24
582.586	26
582.638	20
582.69	24
582.743	20
582.795	24
582.847	26
582.9	30
582.952	20
583.004	24
583.057	26
583.109	20
583.161	22
583.214	22
583.266	20
583.318	18
583.371	26
583.423	30
583.475	18
583.528	28
583.58	30
583.632	32
583.685	22
583.737	16
583.789	20
583.842	20
583.894	26
583.946	28
583.999	22
584.051	18
584.103	28
584.156	24
584.208	24
584.26	22
584.313	28
584.365	20
584.417	26
584.47	20
584.522	30
584.574	26
584.627	24
584.679	26
584.731	18
584.784	24
584.836	28
584.888	22
584.941	18
584.993	26
585.045	18
585.097	26
585.15	24
585.202	24
585.254	24
585.307	22
585.359	28
585.411	24
585.464	22
585.516	24
585.568	22
585.621	26
585.673	14
585.725	20
585.778	22
585.83	22
585.882	22
585.935	30
585.987	28
586.039	14
586.092	28
586.144	20
586.196	16
586.248	28
586.301	34
586.353	24
586.405	24
586.458	28
586.51	26
586.562	24
586.615	32
586.667	22
586.719	12
586.772	26
586.824	28
586.876	30
586.929	16
586.981	24
587.033	32
587.085	22
587.138	26
587.19	26
587.242	24
587.295	22
587.347	24
