#Acq. time (s)=	5
#Accumulations=	1
#Range (cm-¹)=	100...500
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-60.16
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x50_VIS_LWD
#Grating=	600 (500nm)
#ND Filter=	10%
#Laser=	532nm_Edge
#Hole=	300.003
#Range=	Visible
#AFM=	Off
#Laser. Pol.=	HWPL-VIS
#Raman. Pol.=	P-350/2300
#Laser Pol. (°)=	180
#Raman Pol. (°)=	130
#StageXY (mm)=	75x50
#StageZ=	Z motor
#X (µm)=	-27748.5
#Y (µm)=	1600.3
#Z (µm)=	574.1
#Full time(s)=	13
#Project=	A
#Sample=	B
#Site=	C
#Title=	-30-3-0p1_71
#Remark=	
#Date=	14.08.2020 14:31
#Acquired=	14.08.2020 14:31:07
101.377	122
103.211	126
105.044	142
106.878	114
108.71	132
110.543	132
112.375	138
114.206	136
116.038	150
117.869	140
119.699	138
121.53	158
123.36	144
125.189	166
127.018	154
128.847	168
130.676	152
132.504	162
134.331	160
136.159	160
137.986	180
139.812	162
141.639	160
143.465	164
145.288	172
147.113	166
148.938	180
150.763	162
152.587	172
154.411	166
156.234	174
158.055	168
159.878	178
161.7	168
163.522	170
165.344	174
167.165	196
168.984	170
170.805	178
172.625	174
174.445	198
176.262	186
178.082	190
179.9	180
181.719	194
183.537	184
185.353	186
187.17	202
188.987	174
190.802	190
192.618	196
194.434	180
196.25	172
198.063	200
199.878	172
201.692	196
203.504	190
205.318	186
207.132	198
208.943	206
210.755	204
212.568	208
214.378	202
216.19	204
218.001	222
219.81	214
221.621	198
223.429	190
225.239	192
227.048	208
228.856	190
230.664	160
232.471	170
234.279	166
236.085	154
237.892	148
239.7	156
241.504	150
243.311	142
245.115	158
246.92	148
248.724	170
250.529	156
252.331	152
254.136	156
255.938	158
257.741	156
259.542	142
261.345	138
263.146	142
264.948	150
266.748	170
268.549	150
270.348	152
272.147	152
273.948	166
275.746	186
277.545	178
279.343	172
281.14	188
282.939	190
284.735	184
286.533	198
288.328	180
290.124	188
291.921	200
293.715	210
295.509	212
297.305	246
299.099	254
300.892	254
302.687	298
304.479	306
306.271	314
308.065	306
309.857	338
311.648	322
313.438	312
315.231	294
317.021	302
318.811	280
320.602	310
322.391	302
324.18	274
325.968	272
327.756	266
329.546	254
331.333	294
333.12	284
334.906	284
336.693	288
338.48	272
340.266	290
342.051	256
343.836	284
345.62	282
347.407	294
349.19	268
350.974	286
352.757	290
354.54	302
356.322	306
358.104	306
359.886	342
361.667	344
363.451	366
365.231	378
367.012	432
368.792	472
370.571	624
372.35	662
374.129	830
375.908	848
377.686	740
379.464	616
381.242	498
383.019	414
384.796	362
386.573	332
388.349	354
390.125	384
391.9	434
393.675	582
395.45	828
397.225	1210
398.999	1460
400.773	1440
402.546	1286
404.319	1044
406.092	794
407.865	630
409.637	478
411.409	388
413.178	378
414.949	324
416.72	280
418.49	304
420.26	294
422.03	280
423.799	294
425.568	274
427.335	288
429.103	312
430.871	306
432.639	286
434.406	302
436.173	294
437.938	310
439.704	346
441.47	318
443.236	348
444.999	342
446.764	352
448.529	336
450.293	342
452.057	362
453.819	324
455.582	324
457.345	336
459.105	404
460.868	462
462.629	512
464.391	586
466.15	648
467.911	654
469.672	574
471.43	442
473.19	366
474.949	274
476.706	242
478.465	256
480.224	236
481.98	258
483.738	258
485.495	230
487.25	234
489.007	226
490.762	220
492.518	242
494.274	218
496.027	236
497.782	230
499.535	226
