#Acq. time (s)=	1
#Accumulations=	1
#Range (nm)=	535...800
#Windows=	6
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-60.16
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS
#Grating=	600 (500nm)
#ND Filter=	10%
#Laser=	532nm_Edge
#Hole=	300.003
#Range=	Visible
#AFM=	Off
#Laser. Pol.=	HWPL-VIS
#Raman. Pol.=	P-350/2300
#Laser Pol. (°)=	180
#Raman Pol. (°)=	130
#StageXY (mm)=	75x50
#StageZ=	Z motor
#X (µm)=	-27063.9
#Y (µm)=	-1972.1
#Z (µm)=	573
#Full time(s)=	40
#Project=	A
#Sample=	B
#Site=	C
#Title=	-30-3-0p1_75
#Remark=	
#Date=	14.08.2020 14:36
#Acquired=	14.08.2020 14:36:36
535.014	50
535.066	48
535.119	44
535.172	38
535.224	38
535.277	38
535.329	40
535.382	36
535.434	36
535.487	42
535.539	40
535.592	44
535.644	42
535.697	44
535.75	38
535.802	50
535.855	44
535.907	48
535.96	38
536.012	48
536.065	48
536.117	54
536.17	46
536.222	58
536.275	46
536.328	52
536.38	52
536.433	50
536.485	38
536.538	58
536.59	50
536.643	48
536.695	48
536.748	52
536.8	52
536.853	38
536.906	52
536.958	48
537.011	52
537.063	42
537.116	54
537.168	46
537.221	44
537.273	54
537.326	48
537.378	50
537.431	64
537.483	54
537.536	56
537.589	54
537.641	52
537.694	54
537.746	54
537.799	48
537.851	48
537.904	46
537.956	60
538.009	50
538.061	46
538.114	56
538.166	44
538.219	50
538.271	54
538.324	56
538.377	56
538.429	58
538.482	58
538.534	52
538.587	52
538.639	52
538.692	48
538.744	68
538.797	52
538.849	56
538.902	56
538.954	48
539.007	52
539.059	38
539.112	40
539.164	36
539.217	42
539.269	40
539.322	46
539.375	38
539.427	42
539.48	38
539.532	42
539.585	42
539.637	42
539.69	42
539.742	38
539.795	38
539.847	36
539.9	50
539.952	38
540.005	38
540.057	40
540.11	40
540.162	42
540.215	46
540.267	44
540.32	48
540.372	40
540.425	36
540.477	40
540.53	38
540.582	40
540.635	42
540.687	36
540.74	46
540.792	42
540.845	44
540.897	42
540.95	36
541.003	42
541.055	38
541.107	44
541.16	38
541.213	52
541.265	48
541.318	42
541.37	44
541.423	50
541.475	50
541.528	38
541.58	38
541.633	44
541.685	46
541.738	48
541.79	52
541.843	52
541.895	50
541.948	54
542	48
542.053	46
542.105	58
542.158	44
542.21	56
542.263	52
542.315	56
542.368	60
542.42	58
542.473	52
542.525	54
542.578	54
542.63	54
542.683	54
542.735	68
542.788	78
542.84	80
542.893	74
542.945	80
542.998	98
543.05	96
543.103	98
543.155	120
543.208	160
543.26	164
543.313	152
543.365	156
543.417	142
543.47	106
543.522	94
543.575	80
543.627	76
543.68	76
543.732	84
543.785	102
543.837	138
543.89	182
543.942	244
543.995	290
544.047	338
544.1	294
544.152	230
544.205	206
544.257	138
544.31	108
544.362	100
544.415	70
544.467	70
544.52	60
544.572	60
544.625	58
544.677	54
544.73	56
544.782	58
544.835	62
544.887	66
544.94	54
544.992	68
545.044	62
545.097	64
545.149	68
545.202	70
545.254	68
545.307	76
545.359	78
545.412	68
545.464	82
545.517	68
545.569	66
545.622	76
545.674	62
545.727	62
545.779	64
545.832	64
545.884	60
545.937	56
545.989	52
546.042	54
546.094	52
546.146	52
546.199	38
546.251	42
546.304	46
546.356	54
546.409	46
546.461	52
546.514	48
546.566	60
546.619	46
546.671	48
546.724	54
546.776	48
546.828	38
546.881	48
546.933	50
546.986	54
547.038	52
547.091	48
547.143	40
547.196	48
547.248	52
547.301	46
547.353	44
547.406	50
547.458	50
547.51	46
547.563	64
547.615	44
547.668	40
547.72	48
547.773	46
547.825	52
547.878	48
547.93	46
547.983	50
548.035	46
548.087	54
548.14	46
548.192	50
548.245	44
548.297	54
548.35	54
548.402	48
548.455	48
548.507	44
548.56	54
548.612	50
548.664	48
548.717	50
548.769	56
548.822	50
548.874	50
548.927	50
548.979	54
549.032	50
549.084	58
549.136	56
549.189	40
549.241	44
549.294	58
549.346	46
549.399	42
549.451	44
549.504	56
549.556	50
549.608	60
549.661	54
549.713	64
549.766	66
549.818	50
549.871	46
549.923	50
549.976	46
550.028	48
550.08	46
550.133	46
550.185	48
550.238	56
550.29	42
550.343	54
550.395	46
550.447	52
550.5	50
550.552	54
550.605	48
